Title,Director,Cast,Genre,year,Notes,Notes/Music,Music
Bhadra Bhamini a.k.a. Test Of Chastity,Nanubhai B. Desai,"Gulab, Nandram, P. R. Joshi, Prabhudas",Costume,1925,,,
Black Thief a.k.a. Kala Chor,Manilal Joshi,"Raja Sandow, Zubeida, Janibabu, Putlibai",Costume,1925,,,
Chalu Zamana a.k.a. Chalti Duniya,,,,1925,,,
Chandrakant a.k.a. Filial Duty,Harshadrai Sakerlal Mehta,"Ermeline, Nandram, Gulab, Haider Shah, Malika, Gangaram",Costume,1925,,,
Chandrarao More,N. D. Sarpotdar,"Dwarki, P. Y. Altekar, Elizer, Baburao Pendharkar, D. N. Potdar",Historical,1925,,,
Charkha a.k.a. The Spinning Wheel a.k.a. Anath Abala,Kanjibhai Rathod,"Ermeline, Madanrai Vakil",Social,1925,,,
Chhatrapati Sambhaji,N. D. Sarpotdar,"D. Billimoria, P. Y. Altekar, Elizer, Jilloobai, Vedi",Historical,1925,,,
Child Widow a.k.a. Bal Vidhva,Behram Vasania,"Harihar Diwana, Heera",Social,1925,,,
Cinema Queen a.k.a. Cinema Ki Rani,Rajendra Raj Gaur,"Mehtab, Master Bachoo, Mumtaz, Shivrani, Madhukar Gupte, Alaknanda, Nurjehan, Sadique, Shuklaji",Social,1925,,,
Devadasi a.k.a. The Bride Of God,Manilal Joshi,"Begum Fatma, Zubeida, Raja Sandow, Shahzadi, K. B. Athavale, Dabir, Prabhakar",Costume,1925,,,
Devi Ahilyabai,Bhagwati Mishra,,Historical Devotional,1925,,,
Dream Of Life a.k.a. Sansar Swapna,Homi Master,"Bachubhai, Khalil, Moti, Miss Marie",Social,1925,,,
Five Divine Wands a.k.a. Panchdanda,Chandulal Shah,"Raja Sandow, Yakbal, Putli, Isdan, Ghory",Fantasy,1925,,,
For Mother's Sake a.k.a. Matri Prem,M. D. Bhavnani,"Moti, Raja Sandow",Social,1925,,,
Ghar Jamai a.k.a. Hen-pecked Husband,Homi Master,"Gohar, Putlibai, Sidimiya",Social,1925,,,
Gaud Bangal a.k.a. Magicians Of Bengal a.k.a. Kamroo Deshni Kamini,K. P. Bhave,"Fatma Begum, Elizer, Jilloobai, Madanrai Vakil",,1925,,,
Gul-E-Anar a.k.a. 1001 Nights,,,Fantasy,1925,,,
Handsome Blackguard a.k.a. Fankdo Fituri,Homi Master,"Homi Master, K.B. Athavale, Moti, Boman Behram, Fram Sethna, Miss Yakbal, Thelma Wallace, Yvonne Wallace",Costume,1925,,,
Hirji Kamdar,Homi Master,"Khalil, Janibabu, Rajababu",Social,1925,,,
Hothal Padmini,Harshadrai Mehta,"Ermeline, Nandram, Gulab, Haider Shah, Malika, Gangaram",Costume,1925,,,
Indra Sabha a.k.a. The Royal Court Of Indra,Manilal Joshi,"Zubeida, Raja Sandow, Sultana, K. B. Athavale, Khalil, Siddimiya",Fantasy,1925,,,
Jal Kumari a.k.a. Hoor-Al-Bahar,Harshadrai Mehta,"Gulab, Vishnu, Gangaram",Fantasy,1925,,,
Jaler Meye a.k.a. The Girl In Prison a.k.a. Fisher Girl,Jyotish Bannerji,"Durgadas Bannerjee, Kalidasi, A. K. Chakraborty, Kalidas Mukherjee",Social,1925,,,
Justice,Vedi,P. Y. Altekar,Social,1925,,,
Kala Chor a.k.a. The Black Thief,Manilal Joshi,"Raja Sandow, Zubeida, Janibabu, Putlibai",Costume,1925,,,
Kali Nagin,Bhagwati Mishra,Jilloobai,Fantasy,1925,,,
Kamallata,Kanjibhai Rathod,Ermeline,Fantasy,1925,,,
Kangal Qaidi a.k.a. Doomed Soul,K. P. Bhave,"Parshwanath Yeshwant Altekar, Miss Jainoo, Mohanlala, Dorabji Mevawala, Bhagwati Mishra",Social,1925,,,
Kashmiri Sundari,,"Patience Cooper, Mohammed Hussain, J. P. Howells",Social,1925,,,
Krishna Kumar a.k.a. Sacho Haqdar,Harshadrai Mehta,"Gulab, Vishnu, Gangaram",Costume,1925,,,
Kulin Kanta,Homi Master,"Miss Moti, Jamuna, Khalil, Boman Behram, Miss Yakbal, Janibabu, Behram Vasania",Social,1925,,,
Kunj Vihari,Homi Master,Jamuna,Mythology,1925,,,
Lalan Vanjari,Maneklal Patel,"Ermeline, Gulab, Gangaram, Pranjivan",Legend,1925,,,
Lanka Ni Laadi a.k.a. Fairy Of Ceylon,Homi Master,"Raja Sandow, Gohar, Jamuna, Khalil",Fantasy,1925,,,
Looking For Love a.k.a. Sanam Ni Shodma,M. M. Vaidya,"Miss Mani, Gatubhai Vaidya, Dorothy, Maganlal Dave, Bhimbhai, Monghibai",Social,1925,,,
Mahatma Kabirdas,Raghupathy S. Prakasa,,Devotional,1925,,,
Maya Bazaar a.k.a. Vatsala Haran,Baburao Painter,"V. Shantaram, Balasaheb Yadav, Kamladevi, Zunzharrao Pawar, Ganpat Bakre",Mythology,1925,,,
Mewadpati Bappa Rawal,,,Historical,1925,,,
Mojili Mumbai a.k.a. Slaves Of Luxury,Manilal Joshi,"Miss Yakbal, Raja Sandow, Jamuna, Janibabu, Moti, Noor Mohammed Charlie, Saraswati Devi",Crime Thriller,1925,,,
Mulraj Solanki,K. P. Bhave,"Parshwanath Yeshwant Altekar, Jilloobai, Elizer, Madanrai Vakil",Historical,1925,,,
My Wife a.k.a. Mari Dhaniyani,Homi Master,"Miss Moti, Jamuna, Khalil, Siddimiya",Social,1925,,,
Naval Sha Hirjee,,,Legend,1925,,,
Noor-E-Deccan a.k.a. Light Of The Deccan,Bhagwati Mishra,"Khalil, Gohar, Jillobai",Historical,1925,,,
Pampered Youth a.k.a. Adooray Chheley,J.J. Madan,"Patience Cooper, Surajram, Sharifa",Social,1925,,,
Prabhavati,N. D. Sarpotdar,P. Y. Altekar,Historical,1925,,,
Premanjali a.k.a. An Offering Of Love,Jyotish Bannerji,"Durgadas Bannerjee, Ahindra Choudhary, A. K. Chakraborty, Kalidas Mukherjee",Social,1925,,,
Ra Navghan a.k.a. Raj Bhakti a.k.a. Vir Pasali,Nagendra Majumdar,"Zubeida, Jilloobai, Madanrai Vakil, Elizer",Historical,1925,,,
Raja Yogi a.k.a. The Prince Ascetic,Manilal Joshi,"Raja Sandow, Jamuna, Miss Moti, Noor Mohammed Charlie, Miss Yakbal",Historical,1925,,,
Rambha Of Rajnagar a.k.a. Amdawad Ni Sethani,Homi Master,"Zubeida, Khalil, Noor Mohammed Charlie, Miss Yakbal",Social,1925,,,
Rana Hamir a.k.a. Samrat Hamir,Baburao Painter,"V. Shantaram, Balasaheb Yadav, Kamladevi, Zunzharrao Pawar, Ansuyabai, Sushiladevi",Historical,1925,,,
Rana Pratap,Bhagwati Mishra,,Historical,1925,,,
Syamantaka Mani a.k.a. Krishna Under Charge Of Theft,Dadasaheb Phalke,"Bhaurao Datar, Krishna Chauhan",Mythology,1925,,,
Sansar Chakra a.k.a. Pehla Pyar,,"Patience Cooper, Sharifa, Surajram, Dadibhai Sarkari",Social,1925,,,
Sant Janabai,G.V. Sane,"Vasant Shinde, Madhav Khaire, Bhaurao Datar",Devotional,1925,,,
Sati Laxmi a.k.a. Pious Laxmi,Jyotish Bannerjee,"Patience Cooper, Dhiraj Bhattacharya, Manmotha Paul, Kunjalal Chakraborty, Kartik Dey, Shishubala, Shashimukhi, Manorama",Devotional,1925,,,
Sati Sreemantini,,,Mythology,1925,,,
Sati Tara a.k.a. War Between Vali And Sugriva a.k.a. Vali Sugriva Yudh,Shinde,"Bhaurao Datar, Tatyaba Shelar, Krishna Chauhan",Mythology,1925,,,
Savkari Pash a.k.a. Indian Shylock,Baburao Painter,"V. Shantaram, Balasaheb Yadav, Kamladevi, Zunzharrao Pawar, Bakre, Keshavrao Dhaiber, Shankarrao Bhute",Social,1925,,,
Search For Pandavs a.k.a. Pandav Shodh,G. V. Sane,,Mythology,1925,,,
Seth Sagalsha a.k.a. Wealth And The World,Mohan Dayaram Bhavnani,Jamuna,Legend,1925,,,
Shahala Shah a.k.a. Check To The King,Baburao Painter,"V. Shantaram, Balasaheb Yadav, Kamladevi, Zunzharrao Pawar, Ganpat Bakre,",Social,1925,,,
Shanker Lila,,,Religious,1925,,,
Shanta,,,Social,1925,,,
Shri Vatsa Chinta,Bhagwati Mishra,,Mythology,1925,,,
Social Pirates a.k.a. Mumbai Ni Mohini a.k.a. Night Side Of Bombay,Nanubhai Desai,"Fatma Begum, Mohanlala, Elizer, Dorabji Mevawala",crime Drama,1925,,,
Sultaness Of Love,,,Costume,1925,,,
Suvarna,Manilal Joshi,"Raja Sandow, Putli",,1925,,,
The Divine Punishment a.k.a. Deshna Dushman a.k.a. Rangilo Rajvi,Manilal Joshi,"Zubeida, Raja Sandow, Miss Yakbal, Miss Moti, K. Athavale, Noor Mohammed Charlie, Bachu, R. N. Vaidya,",Costume,1925,,,
The Exiled Prince a.k.a. Ujaint Kumar,Bhagwati Mishra,Jilloobai,,1925,,,
The Noble Scamp a.k.a. Khandani Khavis,Manilal Joshi,"Raja Sandow, Zubeida, Baba Vyas, R. A. D. Chowdhary",Costume,1925,,,
Turki Hoor a.k.a. Beauty Of A Turkey Girl,J. J. Madan,"Patience Cooper, Master Mohan, Surajram, Sarifa, Manilal",Social,1925,,,
Two Untouchables a.k.a. Dherni Chokri,N. D. Sarpotdar,"Parshwanathy Yeshwant Altekar, Joshi, Miss Jones, Dattoba Rajwade",Social,1925,,,
Veer Bala a.k.a. Brave Girl,M. D. Bhavnani,"Sulochana, Khalil, Noor Mohammed Charlie",Costume,1925,,,
Verni Vasulat a.k.a. Sweet Revenge,Harshadrai Mehta,"Damania, Durga, Haridas, Pranjivan",Social,1925,,,
Vimla a.k.a. Mother India,"Chandulal Shah, D. D. Dabke","Raja Sandow, Putli",Social,1925,,,
Yashodevi a.k.a. Sacrifice,Nagendra Majumdar,"Zubeida, Madanrai Vakil",Historical,1925,,,
Abala Rani a.k.a. The Queen Who Would Not Speak,S. N. Patankar,Zubeida,Abola,1926,,,
A Crown For Two Days a.k.a. Be Din Nu Badshah,Harshadrai Mehta,"Gulab, Nandram, Ermeline, Himmatlal, Vishnu",Social,1926,,,
Ajab Kumari,Manilal Joshi,"Miss Mary, Mohanlala, Daji",Costume,1926,,,
Amar Asha a.k.a. Immortal Hope,Harshadrai Mehta,"Ermeline, Gulab, Nandram",Historical,1926,,,
Asha a.k.a. Hope a.k.a. Andhli Phool Wali,Rama S. Chowdhury,"Nagendra Majumdar, Putli, Ghory, Baba Vyas, K. B. Athavale",Social,1926,,,
Balaji Nimbalkar,Dadasaheb Phalke,"Vasant Shinde, Bhaurao Datar, Dattopant Sakte, Krishna Chauhan",Historical,1926,,,
Bhagwa Zenda a.k.a. The Orange Flag,K. P. Bhave,"Elizer, Madanrai Vakil, Asooji, Baburao Sansare",Historical,1926,,,
Bhakta Prahlad a.k.a. Devout Prahlad,Dadasaheb Phalke,"Bhaurao Datar, Bachu, Yamuna Gole, Gangaram",Devotional,1926,,,
Bhasmasur Vadh a.k.a. Prithvi Putra,G. S. Devare,"Raja Sandow, Gohar",Social,1926,,,
Bolti Bulbul a.k.a. The Talking Nightingale a.k.a. Shahi Fakir,Dhirubhai Desai,"Zebunissa, Anil Kumar, Mumtaz Begum",Fantasy,1926,,,
Briefless Barrister,Homi Master,"Gohar, Moti, Putli, Siddimiya",Social,1926,,,
Bulbule Paristan a.k.a. The Nightingale From The Land Of Fairies,Fatma Begum,"Fatma Begum, Madanrai Vakil, Madame Tosca, Zubeida, Sultana, Putli, K. B. Athavale, Miss Fiske",Fantasy,1926,,,
Burkhawali a.k.a. Veiled Enemy,Kanjibhai Rathod,"Ermeline, Nandram, Haider Shah",,1926,,,
Chatra Bakavli,S. N. Patankar,,Fantasy,1926,,,
Cinema Queen a.k.a. Love's Sacrifice a.k.a. Cinema Queen,M. D. Bhavnani,"Sulochana, Putli, Khalil",Social,1926,,,
Delhi No Thug a.k.a. Thief Of Delhi,Homi Master,"Gohar, Khalil",Costume,1926,,,
Dha Cha Maa a.k.a. Murder Of Narayanrao Peshwa,N. D. Sarpotdar,"Dinshaw Bilimoria, Bandopant Sohoni, Durgabai Koregaonkar, Sundarrao Nadkarni, P. N. Varne, Wamanrao Kulkarni, Jayarampant, Datoba Rajwade",Historical,1926,,,
Dharma Patni a.k.a. The Wife,Jyotish Bannerjee,"Patience Cooper, Durgads Bannerji, Kartik Dey",Social,1926,,,
Dhanurbhanga a.k.a. The Marriage of Janaki a.k.a. Janaki Swayamwara,Dadasaheb Phalke,,Mythology,1926,,,
Dil Aram,Nanubhai Desai,"A. P. Kapoor, Dwarkee, Miss Mary, Prabhashankar, Janibabu",Historical,1926,,,
Dulari,Manilal Joshi,"Elizer, Baburao Sansare, Putli, Madanrai Vakil, M. Udvadia, Jilloobai, Yusuf",Historical,1926,,,
Dagabaaz Duniya a.k.a. Way Of The World,Harihar Diwana,"Yakbal, Amirbanu, Jones",Social,1926,,,
Fearless Phantom a.k.a. Andher Nagri a.k.a. Delhi No Dodh Chhel,,"Gangaram, Dwarki, Bapu",Costume,1926,,,
For Country's Sake,Harihar Diwana,"Tara, Miss Mary",Costume,1926,,,
Gaj Gouri,,B. Yadav,Mythology,1926,,,
Gentleman Loafer a.k.a. Bhadraveshi Goonda,,"Gulab, Madanrai Vakil, Jilloobai, Durmad",Social,1926,,,
Golden Lotus a.k.a. Suvarna Kamal,K. P. Bhave,"Master Vithal, Miss Mary, Heera, Shiraz Ali Hakim, Janibabu, Miss Rosy",Mythology,1926,,,
Indrajal a.k.a. Missing Bracelet,Bhagwati Mishra,"Fatma Begum, Zubeida, Elizer, Jilloobai",Mythology,1926,,,
Jaydev a.k.a. Joydeb,,Patience Cooper,Devotional,1926,,,
Jungle Ni Jadibuti a.k.a. Love Rewarded,Manilal Joshi,"Tara, Bachu, Balabhai",Social,1926,,,
Kacha Devyani a.k.a. Vidhyaharan,Shree Nath Patankar,"K. B. Athavale, Thatte, Bhonsle",Mythological,1926,,,
Kalabaaz Ashaq a.k.a. Wooing Tactics,V. K. Pattani,"Dorothy, Batukbhai, Shanta, Allarakha Mir Nathalal Soni, Monghibai, Gatubhai Vaidya, Mavji Muflis",Social,1926,,,
Kashmeera a.k.a. Enemy's Daughter,Manilal Joshi,"Zubeida, Madanrai Vakil, W. M. Khan",Costume,1926,,,
Kataryu Gap,Dinshaw Zhaveri,Madanrai Vakil,Social,1926,,,
Keechak Vadh,G. V. Sane,"Bhaurao Datar, Yamuna Gole, Bachu",Mythology,1926,,,
Lakho Vanjaro,Homi Master,"Jamuna, Gohar, Khalil",Legend,1926,,,
Lion Of Mewar a.k.a. Diwan Bhamansha,M. D. Bhavnani,"Elizer, Putli, Jilloobai, Madanrai Vakil",Historical,1926,,,
Love Is Blind a.k.a. Raja Ne Gami Te Rani,Kanjibhai Rathod,"Ermeline, Gulab",Social,1926,,,
Madan Kala,Harihar Diwana,"Master Vithal, Tara, Jani Babu, Miss Mary, Asha",Fantasy,1926,,,
Madhav Kam Kundala,Chandulal Shah,"Raja Sandow, Putli, Miss Fiske, Blanche Verni",Legend,1926,,,
Manovijaya,Shree Nath Patankar,"K. B. Athavale, Nargis, Takle",,1926,,,
Marriage Market a.k.a. Lagn Ke Lilam,Bachoo Babu,"Moti, Usha Rani, Siddimiya",Social,1926,,,
Mena Kumari,M. D. Bhavnani,"Gohar, Raja Sandow, Vaidya, Ghanashyam",Costume,1926,,,
Midnight Rider a.k.a. Pahadi Pindharo,Bhagwati Mishra,"Madanrai Vakil, Putli, Miss Jean, Jilloobai, Rajhans",Costume,1926,,,
Moon Cursed By Ganpati a.k.a. Chaturthicha Chandra,Dadasaheb Phalke,"Bhaurao Datar,",Mythology,1926,,,
Mohini Avatar a.k.a. Mohini Incarnation Of God a.k.a. Samudra Manthan,Raghupathy S. Prakasa,,Mythology,1926,,,
Mumtaz Mahal,Homi Master,"Raja Sandow, Sulochana, Gohar, Siddimiya",Historical,1926,,,
1926,1926,1926,1926,1926,,,
Neera a.k.a. Beautiful Snake Of Aravali,"Rama Chowdhury, R. G. Torney","Raja Sandow, Zubeida, Madanrai Vakil, Baba Vyas, Putli, Ghory, Dabir, K. B. Athavale",Fantasy,1926,,,
Pagal Premi a.k.a. Girl Mad,M. D. Bhavnani,"Sulochana, Madanrai Vakil, M. D. Bhavnani",Social,1926,,,
Panna Ratna a.k.a. Jewel Of Mewar,Harshadrai Mehta,"Fatma Begum, Nandram, Gangaram, Miss Fayma, Master Kamlakar",Legend,1926,,,
Prahlad a.k.a. Worshipper Prahlad a.k.a. Bhakta Prahlad,Baburao Painter,"V. Shantaram, Kamladevi, Balasaheb Yadav, Gulabbai, Bal Kelkar, Padmabai, G. R. Mane",Mythology,1926,,,
Profulla a.k.a. Prafulla,Jyotish Bannerji,"Patience Cooper, Satyen Dey, Dadibhai Sarkari",Social,1926,,,
Punch Mahabhuta,"Homi Master, Dr. Alvaro",,Social,1926,,,
Pyari Mamta,Bhagwati Mishra,"Madanrai Vakil, Putli, Jilloobai",Social,1926,,,
Radha Madhav,K. P. Bhave,"Elizer, Madanrai Vakil, Jilloobai, Baburao Sansare, Dwarki, Asooji",Religious,1926,,,
Raja Bhoj a.k.a. Man And His Destiny a.k.a. Trial Of Destiny,Dinshaw J. Jhaveri,"Zubeida, Madanrai Vakil, Jilloobai, Saku",Legend Historical,1926,,,
Ra Kawat a.k.a. Pranay Milan,M. D. Bhavnani,"Raja Sandow, Ghanashyam, Sulochana (Ruby Myers), Gohar",Historicl,1926,,,
Ram Bharose a.k.a. Perchance,Harshadrai Mehta,"Ermeline, Gulab, Nandram, Prabhudas, Durga, Kusum Kumari",Social,1926,,,
Ram Rajya Vijay a.k.a. The Triumph Of Lord Rama,Dadasaheb Phalke,,Religious,1926,,,
Ramrajya Vijay,G. V. Sane,,Religious,1926,,,
Ratan Manjari a.k.a. Ratna Manjari,Manilal Joshi,"Master Vithal, Miss Mary",,1926,,,
Samrat Shiladitya a.k.a. Greatest Sacrifice,M. D. Bhavnani,"Raja Sandow, Sulochana (Ruby Myers), Gohar, Moti",Historicl,1926,,,
Sant Eknath a.k.a. Saint Of Paithan,Dadasaheb Phalke,"Bhaurao Datar, Gotiram",Devotional,1926,,,
Sarkari Praser,Baburao Painter,,,1926,,,
Sati Jasma a.k.a. Jasma Odan,Homi Master,"Gohar, Khalil, Jumuna, Noor Mohammed Charlie, R. N. Vaidya, Ghanshyam",Devotional,1926,,,
Sati Menadevi a.k.a. Costly Couplet,P. J. Jhaveri,"Zubeida, Madanrai Vakil, Udvadia, Jilloobai",Legend,1926,,,
Sati Saroj a.k.a. Shiyal Ni Kasoti,,"Elizer, Madanrai Vakil, Jilloobai",Devotional Legend,1926,,,
Satyavijaya a.k.a. The Triumph Of Youth,Shree Nath Patankar,"Keshav Narayan Kale, K. B. Athavale, Thatte",Social,1926,,,
Saurashtra Veer,Nanubhai Desai,"Parshwanath Yeshwant Altekar, Amir Banu",Costume,1926,,,
Shah-E-Jungle a.k.a. King Of Forest,K. P. Bhave,"Madanrai Vakil, Jilloobai, Bhagwati Mishra, M. Udwadia",Action Costume,1926,,,
Sheesh Mahal,Bhagwati Mishra,"Elizer, Madanrai Vakil, Jilloobai, Bhagwati Mishra",Costume,1926,,,
Shirin Farhad a.k.a. At The Altar Of Love,Homi Master,"Gohar, Khalil, Jumuna, Noor Mohammed Charlie, Daji, Heera",Legend Romance,1926,,,
Slaves Of Custom,Bhagwati Mishra,"Madanrai Vakil, Jilloobai, Bhagwati Mishra",Social,1926,,,
Society Butterfly a.k.a. Khubsurat Bala,Kanjibhai Rathod,"Fatma Begum, Ermeline, Nandram, Gulab, Haider Shah, Vishnu, Joshi",Costume,1926,,,
Sweet Adversity a.k.a. Panima Aag,Nagendra Majumdar,"Madanrai Vakil, Jilloobai, Putli, Miss Jainu",Fantasy,1926,,,
Tai Teleen a.k.a. Tayi Teleen,N. D. Sarpotdar,"D. Bilimoria, Durga, Bapu Gokhale, Gangu",Historical,1926,,,
Telephone Girl,M. D. Bhavnani,,,1926,,,
The Pretender a.k.a. Totayache Bund,N. D. Sarpotdar,"Bandopant Sohoni, Wamanrao Kulkarni, Durgabai Koregaonkar, P. N. Varne, Dattoba Rajwade, D. N. Potdar",Historical,1926,,,
The Telephone Girl a.k.a. Telephone Ni Taruni,Homi Master,"Sulochana (Ruby Myers), Raja Sandow, Gohar, Khalil, Jumuna",Social,1926,,,
The Vamp a.k.a. Yauvan Chakra,Naval Gandhi,Miss Yakbal,Social,1926,,,
The Victim a.k.a. Bhool No Bhog,Harshadrai Mehta,"Ermeline, Gulab, Nandram, Prabhudas",Social,1926,,,
Typist Girl a.k.a. Why I Became A Christian,Chandulal Shah,"Sulochana (Ruby Myers), Raja Sandow, Gohar",Social,1926,,,
Vanthel Veshya a.k.a. Flirting Widow a.k.a. Vanthel Vidhwa,K. P. Bhave,"Madanrai Vakil, Jilloobai",Action Costume,1926,,,
Vasant Bala,Nanubhai B. Desai,"Miss Jones, Master Vithal",Costume,1926,,,
Veer Kesari a.k.a. Brave Kesari,Kanjibhai Rathod,"Ermeline, Gulab, Haider Shah, Nandram, Vishnu, Joshi",Costume,1926,,,
Wandering Phantom a.k.a. Bhamto Bhoot,M. D. Bhavnani,"Sulochana (Ruby Myers), Khalil, R. N. Vaidya, Behram Vasania",Fantasy,1926,,,
Way Of The World a.k.a. Dagabaaz Duniya,Harihar Diwana,"Miss Jones, Amir Banu, Yakbal",Social,1926,,,
Adbhoot Khoon a.k.a. Horrible Murder,,,,1927,,,
A Fair Warrior a.k.a. Shoor Killedarin,Vishnupant Aundhkar,"Gangubai, Wamanrao Kulkarni",Historical,1927,,,
Alladin and His Wonderful Lamp a.k.a. Alladdin Ane Jadui Fanas,Bhagwati Prasad Mishra,"Zebunissa, Yusuf, Elizer",Fantasy,1927,,,
Allah Ka Pyara,K. P. Bhave,"Elizer, Zebunissa, Jamshedji, Madanrai Vakil, Indira Devi, Mehboob Khan",,1927,,,
Alibaba and the Forty Thieves a.k.a. Alibaba Chalis Chor,Bhagwati Prasad Mishra,"Sulochana (Ruby Myers, Elizer, Jamshedji Khansaheb, Jilloobai, Madanrai Vakil",Fantasy,1927,,,
Asuri Lalsa,Nanubhai B. Desai,"Master Vithal, Janibabu, Kumudini, Malka",,1927,,,
At The Clang Of Fetters a.k.a. Janjir Ne Jhankhare,Harshadrai Mehta,"Nandram, Gulab, Haidershah, P. R. Joshi, Gangaram, Sultan Alam",Action,1927,,,
Balidan a.k.a. Sacrifice,Naval Gandhi,"Sulochana (Ruby Myers), Zubeida, Master Vithal, Jal Khambatta, J. Makhijani",Social Costume,1927,,,
Bansari Bala a.k.a. Fairy Of The Flute,A. P. Kapoor,"Master Vithal, Madhuri, Jani Babu, Asha, Meherbanu",Fantasy,1927,,,
Be Ghadi Mouj a.k.a. Pleasure Mad,Narayan Deware,"R. N. Vaidya, Jamuna, Rustomji Patel, Thomas, Rajababu",Social,1927,,,
Bhakta Sudama,Dadasaheb Phalke,"Bhaurao Datar, Kshirsagar",Devotional,1927,,,
Bhaneli Bhamini a.k.a. Educated Wife,Homi Master,"Gohar, Raja Sandow P.K., R.N. Vaidya, Master Kishore",Social,1927,,,
Bhedi Trishul a.k.a. Hidden Treasure,Nanubhai B. Desai,"Master Vithal, Miss Mani, Prabhashankar, Janibabu, Lobo, A. P. Kapoor",Action,1927,,,
Bhim Sanjivan a.k.a. How Bhim Was Brought Back To Life,G. V. Sane,"Bhaurao Datar, Anasuya",Devotional,1927,,,
Chandidas a.k.a. Shree Krishna's Devotee,Jyotish Bannerjee,"Patience Cooper, Jyotsna Devi, Tulsi Bannerjee, Purnima Devi, Nilima Devi, Manorama, Pullanalini",Devotional,1927,,,
Cultured Criminal a.k.a. Sudheral Shaitan,,,Social,1927,,,
Daksha Yagna,G. V. Sane,"Bhaurao Datar, Anasuya, Bachu Pawar, Gangubai Mohite",Devotional,1927,,,
Dasavatar,R. S. Prakash,,Mythology,1927,,,
Daya Ni Devi a.k.a. The Nurse,Mohan Dayaram Bhavnani,"Sulochana (Ruby Myers), D. Billimoria, Jamshedji",Social,1927,,,
Detective Kumar,K. B. Athavale,"K. B. Athavale, Rampyari, Nalini, Salvi",Social,1927,,,
Dilfarosh a.k.a. Merchant Of Hearts,M. Udwadia,"M. Udwadia, K. B. Athavale, Nargis, Saiyed Umer",Costume Drama,1927,,,
Draupadi Vastraharan,Dadasaheb Phalke,"Baburao Datar, Gangubai Mohite, Bachoba",Mythology,1927,,,
Durgesh Nandini,Priyanath Ganguly,"Patience Cooper, Seeta Devi, Durgadas Bannerjee, Ahindra Chowdhury, Naresh Mitra, Jainarayan Mukherjee, Indira Devi, Geeta, Kanu Bannerjee, Prabodh Bose, Kanaknarayan Bhup",Romance Legend,1927,,,
Eighth Incarnation a.k.a. Krishna Sambhav,N. D. Sarpotdar,"Gangubai, Wamanrao Kulkarni",Religious,1927,,,
E Kon? a.k.a. Who,J. Jhaveri,Blanche Verne,,1927,,,
Fairy Of Delhi a.k.a. Rangmahal Ni Ramani,Homi Master,"Shahzadi, Khalil",Costume,1927,,,
Gandharva Kanya a.k.a. The Reunion,,"Nandram, Leena, Gangaram, durga, Chandra, Nizam",Costume,1927,,,
Glory Of Virtue a.k.a. Sheel Prabhav,Vishnupant Aundhkar,,Social,1927,,,
Goddess of Love,Fatma Begum,Fatma Begum,,1927,,,
Guarding Angel,K. P. Bhave,"Zebunisa, Khansaheb, Jamshedji",Social,1927,,,
Gulzar a.k.a. The Horrors Of Slavery,Nanubhai Desai,"Yakub, Jani Babu, Mallika, Mani",Costume,1927,,,
Gunsundari a.k.a. Why Husbands Go Astray,Chandulal Shah,"Raja Sandow, Gohar, Rampyari, R. N. Vaidya, Jumna",Social,1927,,,
Hanuman Janma a.k.a. The Birth Of Hanuman,Dadasaheb Phalke,"Bhaurao Datar, Yamuna Gole, Laxman Malusare",Religious,1927,,,
Jaane-E-Alam Anjumanara,Nanubhai B. Desai,"Janibabu, Kumudini, Mallika",Fantasy,1927,,,
Jana,Priyanath Ganguly,"Patience Cooper, Dinesh Ranjan Das, Indira Devi, Krishnadan Mukherjee, Tulsi Bannerjee",Mythology,1927,,,
Jewelled Arrow a.k.a. Poonam No Chand a.k.a. Ratna Baan,Bhagwati Mishra,"Zebunissa, Indira Devi, Elizer, Jamshedji",Costume,1927,,,
Kailash Kumari a.k.a. Sansar Shatranj,Nanubhai Desai,"Miss Mani, Jani Babu, Mallika",,1927,,,
Kala Pahad a.k.a. Masked Teror,A. P. Kapoor,"Shanta Kumari, Master Vithal, Kumudini",Costume,1927,,,
Keshavkant B.A. a.k.a. Chastity Versus Unchastity,Harshadrai Mehta,"Nandram, Keshavlal, Yakbal, Nizam",Social,1927,,,
Krishnakanta's Will a.k.a. Krishnakanter Will,Priyanath Ganguly,"Patience Cooper, Seeta Devi, Durgadas Bannerjee, Ahindra Chowdhury, Naresh Mitra, Jainarayan Mukherjee, Indira Devi, Geeta, Kanu Bannerjee, Prabodh Bose, Kartik Dey",Social,1927,,,
Krishna Sakha,Ahindra Choudhury,"Santosh Sinha, Ahindra Choudhury, Saraswati, Brojendra Sirkar, Firozbala, Sushil Ghosh, Saraswati Devi, Tarakbala",Religious,1927,,,
Kalapani No Kaidi a.k.a. Return Of Kala Naag,Homi Master,"Shakuntla, Homi Master, Janki, Khalil",Costume,1927,,,
Kicks Of Kismet a.k.a. Naseeb Ni Lila,Mohan Dayaram Bhavnani,"Sulochana (Ruby Myers), Madanrai Vakil, Ermeline, Jilloobai",Social,1927,,,
Kimti Aansu a.k.a. Precious Tears,Harshadrai Mehta,"Nandram, Yakbal, Nizam, P. R. Joshi, Vishnu",Social,1927,,,
